DatGeracaoConjuntoDados,DscConjuntoUnidadeConsumidora,DscAlimentadorSubestacao,DscSubestacaoDistribuicao,NumOrdemInterrupcao,DscTipoInterrupcao,IdeMotivoInterrupcao,DataInicioInterrupcao,HoraIcicioInterrupcao,DatFimInterrupcao,DscFatoGeradorInterrupcao,NumNivelTensao,NumUnidadeConsumidora,NumConsumidorConjunto,NumAno,NomAgenteRegulado,SigAgente,NumCPFCNPJ,VlrIndiceEnviado
26/05/2023,CAMPUS,CPS-01L1,CAMPUS,15332453_14089964,N弛 Programada,0,04/12/2017,12:39:00,04/12/2017 14:19,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,70283,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",3962
26/05/2023,AFOGADOS DA INGAZEIRA,AFI-01N4,AFOGADOS DA INGAZEIRA,15332455_14089855,N弛 Programada,0,04/12/2017,12:41:00,04/12/2017 14:04,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,36923,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,TRINDADE,TDD-01C2,TRINDADE,15332457_14090093,N弛 Programada,0,04/12/2017,12:44:00,04/12/2017 16:24,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,15,36413,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,AFOGADOS DA INGAZEIRA,CNA-01M2,CARNAIBA,15332460_14090003,N弛 Programada,0,04/12/2017,12:47:00,04/12/2017 15:39,INTERNO - NAO PROGRAMADA - MANUTENCAO - CORRETIVA,13800,9,36923,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",841
26/05/2023,PALMARES,PMR-01C2,PALMARES,15332461_14089870,N弛 Programada,0,04/12/2017,12:50:00,04/12/2017 14:30,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,41359,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,IPOJUCA,IPO-01C1,IPOJUCA,15332462_14090036,N弛 Programada,0,04/12/2017,12:51:00,04/12/2017 15:38,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,20877,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",3761
26/05/2023,SALGUEIRO,SIT-01I4,SERRITA,15332010_14089777,N弛 Programada,0,04/12/2017,12:57:00,04/12/2017 13:31,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,372,43022,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMPUS,CPS-01L1,CAMPUS,15332470_14089933,N弛 Programada,0,04/12/2017,13:00:00,04/12/2017 15:15,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,70283,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,DOM AVELAR,DAV-01V3,DOM AVELAR,15332471_14089881,N弛 Programada,0,04/12/2017,13:01:00,04/12/2017 14:49,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,41447,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",1357
26/05/2023,BELO JARDIM,BLJ-01V6,BELO JARDIM,15332472_14089868,N弛 Programada,0,04/12/2017,13:03:00,04/12/2017 14:25,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,12,45682,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BOA VIAGEM,BVG-01J1,BOA VIAGEM,15332478_14090117,N弛 Programada,1,04/12/2017,13:08:00,04/12/2017 17:03,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,1,39319,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,GARANHUNS,GAN-01X3,GARANHUNS,15332483_14090071,N弛 Programada,0,04/12/2017,13:14:00,04/12/2017 16:32,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,37257,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",276
26/05/2023,EXU,EXU-01X3,EXU,15332486_14090073,N弛 Programada,0,04/12/2017,13:18:00,04/12/2017 17:05,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,12,20197,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMARAGIBE,CMG-01C2,CAMARAGIBE,15332487_14089977,N弛 Programada,0,04/12/2017,13:19:00,04/12/2017 15:48,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,38013,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",1473
26/05/2023,HELIOPOLIS,HPO-01L1,HELIOPOLIS,15332488_14090100,N弛 Programada,0,04/12/2017,13:24:00,04/12/2017 17:30,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,27488,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMPUS,CPS-01L8,CAMPUS,15332489_14089848,N弛 Programada,0,04/12/2017,13:24:00,04/12/2017 14:10,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,70283,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,INAJA,IJA-01I2,INAJ�,15332491_14090097,N弛 Programada,0,04/12/2017,13:25:00,04/12/2017 14:00,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,22,17430,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",546
26/05/2023,VITORIA DE SANTO ANTAO,VSA-01C5,VITORIA DE SANTO ANTAO,15332490_14089859,N弛 Programada,0,04/12/2017,13:25:00,04/12/2017 15:18,INTERNO - NAO PROGRAMADA - TERCEIROS - LIGACAO CLANDESTINA,13800,132,57666,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,SAO LOURENCO DA MATA,SLM-01C4,SAO LOURENCO DA MATA,15332493_14090152,N弛 Programada,0,04/12/2017,13:29:00,04/12/2017 18:10,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,11,20791,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMPUS,CPS-01L1,CAMPUS,15332494_14089990,N弛 Programada,0,04/12/2017,13:31:00,04/12/2017 15:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,70283,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",135
26/05/2023,ARCOVERDE,ACV-01C2,ARCOVERDE,15332497_14090401,N弛 Programada,0,04/12/2017,13:33:00,05/12/2017 06:13,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,40849,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,VITORIA DE SANTO ANTAO,VSA-01C5,VITORIA DE SANTO ANTAO,15332496_14089939,N弛 Programada,0,04/12/2017,13:33:00,04/12/2017 15:32,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,57666,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",1069
26/05/2023,SAO BENTO DO UNA,SBU-01S1,SAO BENTO DO UNA,15332499_14090110,N弛 Programada,0,04/12/2017,13:34:00,04/12/2017 17:38,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,2,17160,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BREJAO,BRJ-01C4,BREJAO,15332500_14090058,N弛 Programada,0,04/12/2017,13:36:00,04/12/2017 16:30,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,7,15379,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,MACAXEIRA,MCX-01X2,MACAXEIRA,15332501_14090273,N弛 Programada,0,04/12/2017,13:37:00,04/12/2017 21:39,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,53970,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",267
26/05/2023,TRINDADE,TDD-01C3,TRINDADE,15332503_14090286,N弛 Programada,0,04/12/2017,13:39:00,04/12/2017 21:56,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - QUEIMADA OU INCENDIO,380,1,36413,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BOM JARDIM,BJD-01C3,BOM JARDIM,15332504_14089900,N弛 Programada,0,04/12/2017,13:40:00,04/12/2017 14:53,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,22,33992,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,EXU,EXU-01X2,EXU,15332509_14090083,N弛 Programada,0,04/12/2017,13:41:00,04/12/2017 17:09,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,1,20197,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",140
26/05/2023,FLORES,FLR-01F1,FLORES,15332514_14089955,N弛 Programada,0,04/12/2017,13:50:00,04/12/2017 15:34,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,29,11202,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,VICENCIA,VCA-01C4,VICENCIA,15332522_14090063,N弛 Programada,0,04/12/2017,14:00:00,04/12/2017 16:48,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,2,21972,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,GARANHUNS,GAN-01X1,GARANHUNS,15332529_14090174,N弛 Programada,0,04/12/2017,14:07:00,04/12/2017 18:50,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,37257,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,AGRESTINA,AGT-01F4,AGRESTINA,15332476_14089845,N弛 Programada,0,04/12/2017,14:08:00,04/12/2017 15:00,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,13800,23,33215,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,OLINDA,OLI-01N5,OLINDA,15332530_14090190,N弛 Programada,0,04/12/2017,14:08:00,04/12/2017 18:44,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,42531,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",2455
26/05/2023,ORATORIO,ORT-01C2,ORATORIO (SAELPA),15332532_14090022,N弛 Programada,0,04/12/2017,14:12:00,04/12/2017 16:09,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,13800,6,16793,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CABROBO,CBB-01C8,CABROBO,15332534_14090065,N弛 Programada,0,04/12/2017,14:13:00,04/12/2017 17:00,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,2,13096,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,AGRESTINA,CUP-01M2,CUPIRA,15332535_14090034,N弛 Programada,0,04/12/2017,14:13:00,04/12/2017 16:28,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,33215,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",1068
26/05/2023,PETROLINA I,PTU-01X5,PETROLINA I,15332540_14090013,N弛 Programada,1,04/12/2017,14:15:00,04/12/2017 16:03,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,23093,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CUSTODIA,CTA-01C3,CUSTODIA,15332538_14089927,N弛 Programada,0,04/12/2017,14:15:00,04/12/2017 15:20,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,19956,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",219
26/05/2023,JOSE MARIANO,JMA-01C2,JOSE MARIANO,15332539_14089994,N弛 Programada,0,04/12/2017,14:15:00,04/12/2017 15:46,INTERNO - NAO PROGRAMADA - TERCEIROS - ACIDENTE,380,1,31237,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,IBIMIRIM,IBM-01V1,IBIMIRIM,15332543_14090005,N弛 Programada,0,04/12/2017,14:15:00,04/12/2017 15:48,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,1,10318,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,TRINDADE,TDD-01C4,TRINDADE,15332542_14090254,N弛 Programada,0,04/12/2017,14:15:00,04/12/2017 21:14,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,14,36413,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",285
26/05/2023,OLINDA,OLI-01N1,OLINDA,15332551_14090068,N弛 Programada,0,04/12/2017,14:29:00,04/12/2017 16:42,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - CORROSAO,380,1,42531,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,MASSANGANO III,MGT-01V2,MASSANGANO III,15332554_14089985,N弛 Programada,0,04/12/2017,14:32:00,04/12/2017 15:54,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,6,3487,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMOCIM DE SAO FELIX,CSF-01X1,CAMOCIM DE SAO FELIX,15332556_14090521,N弛 Programada,0,04/12/2017,14:33:00,05/12/2017 09:30,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,1,23346,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",3368
26/05/2023,VITORIA DE SANTO ANTAO,VSA-01C2,VITORIA DE SANTO ANTAO,15332557_14090119,N弛 Programada,0,04/12/2017,14:35:00,04/12/2017 17:10,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,57666,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAXANGA,CAX-01P6,CAXANGA,15332558_14089937,N弛 Programada,0,04/12/2017,14:35:00,04/12/2017 15:21,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,35254,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BONJI,ETN-01S2,ESTANCIA,15331961_14089866,N弛 Programada,0,04/12/2017,14:36:00,04/12/2017 15:45,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,225,81659,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,ILHA DO RETIRO,ILR-01L1,ILHA DO RETIRO,15332561_14090266,N弛 Programada,0,04/12/2017,14:40:00,04/12/2017 21:01,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,24044,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,SANTO AMARO,STA-01M7,SANTO AMARO,15332567_14089874,Programada,0,04/12/2017,14:43:00,04/12/2017 16:59,INTERNO - PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,4,24947,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",549
26/05/2023,CUSTODIA,CTA-01C3,CUSTODIA,15332579_14089974,N弛 Programada,0,04/12/2017,14:49:00,04/12/2017 15:47,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,63,19956,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CRUZ DE REBOUCAS,CRS-01C1,CRUZ DE REBOUCAS,15332035_14089992,N弛 Programada,0,04/12/2017,14:50:00,04/12/2017 16:00,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,13800,40,28948,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",779
26/05/2023,MACAXEIRA,MCX-01X1,MACAXEIRA,15332585_14090226,N弛 Programada,0,04/12/2017,14:57:00,04/12/2017 20:25,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,112,53970,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",1075
26/05/2023,SANTO AMARO,STA-01C1,SANTO AMARO,15332588_14090081,N弛 Programada,1,04/12/2017,14:59:00,04/12/2017 17:07,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,24947,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,TORITAMA,VTE-01V4,VERTENTES,15332303_14089960,N弛 Programada,0,04/12/2017,15:05:00,04/12/2017 15:40,INTERNO - NAO PROGRAMADA - MANUTENCAO - CORRETIVA,13800,4,42647,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BOM NOME,SJB-01J5,SAO JOSE DO BELMONTE,15332596_14090126,N弛 Programada,0,04/12/2017,15:05:00,04/12/2017 17:42,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,1,26618,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,MACAXEIRA,MCX-01X3,MACAXEIRA,15332595_14090303,N弛 Programada,0,04/12/2017,15:05:00,04/12/2017 22:35,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,53970,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMOCIM DE SAO FELIX,GVT-01C1,GRAVATA,15332600_14091094,N弛 Programada,0,04/12/2017,15:08:00,05/12/2017 15:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,14,23346,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",2977
26/05/2023,GRAVATA,GVT-01C1,GRAVATA,15332600_14090099,N弛 Programada,0,04/12/2017,15:08:00,05/12/2017 15:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,33,50203,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,GRAVATA,GVT-01C1,GRAVATA,15332600_14091094,N弛 Programada,0,04/12/2017,15:08:00,05/12/2017 15:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,425,50203,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",3955
26/05/2023,CARPINA,CPN-01C3,CARPINA,15332602_14090066,N弛 Programada,1,04/12/2017,15:09:00,04/12/2017 17:00,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,36867,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",547
26/05/2023,PAUDALHO,PDL-01C1,PAUDALHO,15332606_14090044,N弛 Programada,0,04/12/2017,15:16:00,04/12/2017 16:38,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,15017,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,VARZEA,VZA-01V7,VARZEA,15332608_14090188,N弛 Programada,0,04/12/2017,15:17:00,04/12/2017 18:57,INTERNO - NAO PROGRAMADA - TERCEIROS - OBJETO NA REDE,13800,194,55738,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BREJAO,BRJ-01C1,BREJAO,15332613_14090263,N弛 Programada,0,04/12/2017,15:21:00,05/12/2017 11:30,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,4,15379,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,RIO JORDAO,RJO-01J1,RIO JORDAO,15332612_14089922,Programada,0,04/12/2017,15:22:00,04/12/2017 15:48,INTERNO - PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,217,26105,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,PASSIRA,PSR-01S3,PASSIRA,15332305_14089921,N弛 Programada,0,04/12/2017,15:22:00,04/12/2017 16:55,INTERNO - NAO PROGRAMADA - MANUTENCAO - CORRETIVA,13800,2,18314,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",2515
26/05/2023,JOSE MARIANO,JMA-01C2,JOSE MARIANO,15332617_14090121,N弛 Programada,0,04/12/2017,15:23:00,04/12/2017 17:48,INTERNO - NAO PROGRAMADA - TERCEIROS - ACIDENTE,13800,1,31237,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,AFOGADOS DA INGAZEIRA,AFI-01N4,AFOGADOS DA INGAZEIRA,15332616_14090056,N弛 Programada,0,04/12/2017,15:24:00,04/12/2017 16:47,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,20,36923,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",890
26/05/2023,LIMOEIRO,LME-01C4,LIMOEIRO,15332618_14090176,N弛 Programada,0,04/12/2017,15:24:00,04/12/2017 18:58,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,10,30089,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",100
26/05/2023,CARPINA,CPN-01C3,CARPINA,15332589_14090012,N弛 Programada,0,04/12/2017,15:25:00,04/12/2017 16:22,INTERNO - NAO PROGRAMADA - TERCEIROS - LIGACAO CLANDESTINA,13800,367,36867,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BONJI,BJI-01Y1,BONJI,15332622_14090061,N弛 Programada,0,04/12/2017,15:28:00,04/12/2017 16:55,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,81659,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,BONITO,BON-01S1,BONITO,15332623_14090136,N弛 Programada,0,04/12/2017,15:29:00,04/12/2017 18:45,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,12753,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,AGRESTINA,AGT-01F4,AGRESTINA,15332629_14090137,N弛 Programada,0,04/12/2017,15:38:00,04/12/2017 17:59,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,25,33215,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,CAMPUS,CPS-01M2,CAMPUS,15332632_14090705,N弛 Programada,0,04/12/2017,15:39:00,05/12/2017 10:38,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,8,70283,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",739
26/05/2023,TORITAMA,TRT-01F3,TORITAMA,15332635_14090052,N弛 Programada,1,04/12/2017,15:42:00,04/12/2017 16:51,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,42647,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,FLORES,FLR-01F3,FLORES,15332359_14090026,N弛 Programada,0,04/12/2017,15:50:00,04/12/2017 16:15,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - SUBTENSAO,13800,1,11202,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",2090
26/05/2023,CARUARU,CAA-01C7,CARUARU,15332640_14090441,N弛 Programada,1,04/12/2017,15:51:00,04/12/2017 17:23,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,88878,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",1852
26/05/2023,BUIQUE,BUQ-01J3,BUIQUE,15332643_14090091,N弛 Programada,0,04/12/2017,15:55:00,04/12/2017 17:15,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,12,27686,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
26/05/2023,LAJEDO,LJD-01L6,LAJEDO,15332644_14090113,N弛 Programada,0,04/12/2017,15:58:00,04/12/2017 17:30,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,8,54341,2017,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,SULGIPE,"1,08E+13",0
