DatGeracaoConjuntoDados,DscConjuntoUnidadeConsumidora,DscAlimentadorSubestacao,DscSubestacaoDistribuicao,NumOrdemInterrupcao,DscTipoInterrupcao,IdeMotivoInterrupcao,DataInicioInterrupcao,HoraIcicioInterrupcao,DatFimInterrupcao,DscFatoGeradorInterrupcao,NumNivelTensao,NumUnidadeConsumidora,NumConsumidorConjunto,NumAno,NomAgenteRegulado,SigAgente,NumCPFCNPJ,VlrIndiceEnviado
26/05/2023,GLORIA DO GOITA,GLA-01Y2,GLORIA DE GOITA,15335720_14093302,N弛 Programada,0,07/12/2017,07:34:00,07/12/2017 16:26,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,145,24396,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",1887
26/05/2023,BOM NOME,BNO-01Y3,BOM NOME,15335724_14092870,N弛 Programada,0,07/12/2017,07:39:00,07/12/2017 10:35,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,26618,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,MASSANGANO III,MGT-01V2,MASSANGANO III,15335727_14093123,N弛 Programada,0,07/12/2017,07:42:00,07/12/2017 14:25,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - SOBRECARGA,13800,57,3487,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",478
26/05/2023,GARANHUNS,GAN-01X1,GARANHUNS,15335728_14092806,N弛 Programada,0,07/12/2017,07:43:00,07/12/2017 09:22,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,37257,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,MORENO,MOR-01M3,MORENO,15335729_14092855,N弛 Programada,0,07/12/2017,07:43:00,07/12/2017 11:15,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,4,16483,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,ARCOVERDE,ACV-01C4,ARCOVERDE,15335731_14092781,N弛 Programada,0,07/12/2017,07:44:00,07/12/2017 09:20,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,20,40849,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",10
26/05/2023,BREJAO,BRJ-01C1,BREJAO,15335736_14092879,N弛 Programada,0,07/12/2017,07:52:00,07/12/2017 10:45,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,5,15379,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",260
26/05/2023,BUIQUE,BUQ-01J2,BUIQUE,15335741_14092983,N弛 Programada,0,07/12/2017,07:57:00,07/12/2017 12:25,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,153,27686,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",309
26/05/2023,SURUBIM,SUB-01C1,SURUBIM,15335742_14093291,N弛 Programada,0,07/12/2017,07:58:00,07/12/2017 16:15,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,39,42308,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",546
26/05/2023,BREJAO,BRJ-01C4,BREJAO,15335744_14092843,N弛 Programada,0,07/12/2017,08:01:00,07/12/2017 09:40,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,3,15379,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,OLINDA,OLI-01N7,OLINDA,15335610_14092758,N弛 Programada,0,07/12/2017,08:02:00,07/12/2017 12:00,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,57,42531,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2799
26/05/2023,OLINDA,OLI-01N7,OLINDA,15335610_14092758,N弛 Programada,0,07/12/2017,08:02:00,07/12/2017 09:34,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,1665,42531,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,OLINDA,OLI-01N7,OLINDA,15335610_14092758,N弛 Programada,0,07/12/2017,08:02:00,07/12/2017 12:04,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,1,42531,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,BEZERROS,BZR-01Y4,BEZERROS,15335746_14092742,Programada,0,07/12/2017,08:02:00,07/12/2017 14:40,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,453,24577,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",3289
26/05/2023,BOM JARDIM,BJD-01C5,BOM JARDIM,15335748_14093034,N弛 Programada,0,07/12/2017,08:03:00,07/12/2017 13:10,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,55,33992,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2480
26/05/2023,IBURA,IRA-01C1,IBURA,15335756_14092897,N弛 Programada,0,07/12/2017,08:07:00,07/12/2017 11:38,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - CORROSAO,380,1,67221,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",590
26/05/2023,CAMPUS,CPS-01L3,CAMPUS,15335758_14092745,Programada,0,07/12/2017,08:08:00,07/12/2017 10:50,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,179,70283,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",1383
26/05/2023,CRUZ DE REBOUCAS,CRS-01C4,CRUZ DE REBOUCAS,15335760_14095336,N弛 Programada,0,07/12/2017,08:09:00,09/12/2017 11:14,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - SUBTENSAO,380,1,28948,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,BREJAO,BRJ-01C4,BREJAO,15335762_14092955,N弛 Programada,0,07/12/2017,08:10:00,07/12/2017 11:52,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,15379,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2182
26/05/2023,BREJO DA MADRE DE DEUS,BMD-01J3,BREJO DA MADRE DE DEUS,15335763_14092911,N弛 Programada,0,07/12/2017,08:10:00,07/12/2017 11:07,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,18689,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,PALMARES,PMR-01C2,PALMARES,15335764_14092968,N弛 Programada,0,07/12/2017,08:12:00,07/12/2017 11:35,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,41359,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,DOM AVELAR,DAV-01V2,DOM AVELAR,15335765_14092847,N弛 Programada,0,07/12/2017,08:12:00,07/12/2017 10:10,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,108,41447,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",604
26/05/2023,PETROLINA II,PTD-01L4,PETROLINA II,15335770_14092964,N弛 Programada,1,07/12/2017,08:17:00,07/12/2017 11:48,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,41172,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",5121
26/05/2023,QUIPAPA,QPA-01P5,QUIPAPA,15335774_14092946,N弛 Programada,1,07/12/2017,08:20:00,07/12/2017 11:35,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,21418,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",691
26/05/2023,GOIANA,GON-01C3,GOIANA,15335776_14092822,N弛 Programada,1,07/12/2017,08:21:00,07/12/2017 09:31,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,19279,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",414
26/05/2023,RAJADA,AFN-01I4,AFRANIO,15335789_14092838,N弛 Programada,0,07/12/2017,08:28:00,07/12/2017 09:42,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - SOBRECARGA,13800,3,14285,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,LAJEDO,LJD-01L6,LAJEDO,15335791_14093139,N弛 Programada,0,07/12/2017,08:28:00,07/12/2017 13:45,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,380,1,54341,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",1547
26/05/2023,JOSE MARIANO,JMA-01C4,JOSE MARIANO,15335799_14092930,N弛 Programada,0,07/12/2017,08:33:00,07/12/2017 15:15,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,1,31237,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,JABOATAO,JBT-01C6,JABOATAO,15335801_14093110,N弛 Programada,0,07/12/2017,08:34:00,07/12/2017 15:23,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,39500,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CAXANGA,CAX-01P6,CAXANGA,15335803_14092886,N弛 Programada,0,07/12/2017,08:36:00,07/12/2017 09:52,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,35254,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2044
26/05/2023,SANTO AMARO,STA-01M7,SANTO AMARO,15335806_14092765,Programada,0,07/12/2017,08:38:00,07/12/2017 10:20,INTERNO - PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,34,24947,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2944
26/05/2023,IMBIRIBEIRA,IBR-01I3,IMBIRIBEIRA,15335809_14093251,N弛 Programada,0,07/12/2017,08:39:00,07/12/2017 15:53,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - SUBTENSAO,380,1,36821,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",148
26/05/2023,MACAXEIRA,MCX-01X7,MACAXEIRA,15335679_14092815,N弛 Programada,0,07/12/2017,08:40:00,07/12/2017 09:10,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,16,53970,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",5650
26/05/2023,IMBIRIBEIRA,IBR-01I3,IMBIRIBEIRA,15335835_14093247,N弛 Programada,0,07/12/2017,08:52:00,07/12/2017 15:47,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,36821,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CARUARU,CAA-01C9,CARUARU,15335845_14092842,N弛 Programada,0,07/12/2017,08:55:00,07/12/2017 11:50,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,13800,164,88878,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",76
26/05/2023,PETROLINA II,PTD-01L4,PETROLINA II,15335847_14092858,N弛 Programada,1,07/12/2017,08:56:00,07/12/2017 10:23,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,1,41172,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,ARCOVERDE,ACV-01C4,ARCOVERDE,15335851_14093152,N弛 Programada,0,07/12/2017,08:58:00,07/12/2017 13:48,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,12,40849,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,PIEDADE,PID-01L3,PIEDADE,15335853_14092805,N弛 Programada,0,07/12/2017,08:59:00,07/12/2017 10:00,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,46589,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",8079
26/05/2023,CARPINA,CPN-01C5,CARPINA,15335792_14093016,Programada,0,07/12/2017,09:00:00,07/12/2017 13:00,INTERNO - PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,26,36867,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",7729
26/05/2023,SAO LOURENCO DA MATA,SLM-01C3,SAO LOURENCO DA MATA,15335849_14092796,Programada,0,07/12/2017,09:00:00,07/12/2017 14:57,INTERNO - PROGRAMADA - ALTERACAO - AMPLIACAO,13800,97,20791,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",427
26/05/2023,SAO JOSE DO EGITO,SJE-01J4,SAO JOSE DO EGITO,15335856_14093219,N弛 Programada,0,07/12/2017,09:02:00,07/12/2017 15:00,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,4,33736,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",7421
26/05/2023,BELEM DE SAO FRANCISCO,BLF-01C3,BELEM DE SAO FRANCISCO,15335857_14093143,N弛 Programada,0,07/12/2017,09:03:00,07/12/2017 14:20,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,5069,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CARUARU,CAA-01C5,CARUARU,15335862_14093217,N弛 Programada,0,07/12/2017,09:06:00,07/12/2017 15:07,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,88878,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",3607
26/05/2023,LAJEDO,LJD-01L3,LAJEDO,15335870_14092941,N弛 Programada,0,07/12/2017,09:12:00,07/12/2017 11:11,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,20,54341,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,ESCADA,ECD-01C1,ESCADA,15335647_14102277,N弛 Programada,0,07/12/2017,09:15:00,07/12/2017 10:25,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,13800,1,22816,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,FLORESTA,FRT-01C1,FLORESTA,15335873_14093988,N弛 Programada,0,07/12/2017,09:15:00,08/12/2017 13:21,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,13716,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",3111
26/05/2023,SAO FRANCISCO,SFC-01C4,SAO FRANCISCO,15335875_14092918,N弛 Programada,0,07/12/2017,09:17:00,07/12/2017 11:13,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,1858,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2398
26/05/2023,PAUDALHO,PDL-01C1,PAUDALHO,15335881_14093781,N弛 Programada,1,07/12/2017,09:19:00,08/12/2017 07:10,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,15017,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2155
26/05/2023,TAMARINEIRA,TAM-01F8,TAMARINEIRA,15335882_14093319,N弛 Programada,1,07/12/2017,09:19:00,07/12/2017 16:25,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,50816,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",4374
26/05/2023,BOM CONSELHO,BCO-01F4,BOM CONSELHO,15335892_14092925,N弛 Programada,0,07/12/2017,09:21:00,07/12/2017 11:30,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,21624,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CAXANGA,IPT-01Z6,IPUTINGA,15335895_14092971,N弛 Programada,0,07/12/2017,09:21:00,07/12/2017 10:32,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,35254,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2439
26/05/2023,PIRAPAMA I,PRU-01C4,PIRAPAMA I,15335891_14092906,N弛 Programada,0,07/12/2017,09:23:00,07/12/2017 10:55,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,12863,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,INAJA,IJA-01I3,INAJ�,15335897_14092922,N弛 Programada,0,07/12/2017,09:23:00,07/12/2017 11:20,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,1,17430,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,BELO JARDIM,BLJ-01V1,BELO JARDIM,15335902_14092892,N弛 Programada,0,07/12/2017,09:25:00,07/12/2017 10:45,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,45682,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",8882
26/05/2023,BOTAFOGO,BTF-01C1,BOTAFOGO,15335903_14092916,N弛 Programada,0,07/12/2017,09:25:00,07/12/2017 11:12,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,7456,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",3806
26/05/2023,CAET心,CAT-01S2,CAETES,15335904_14092987,N弛 Programada,0,07/12/2017,09:26:00,07/12/2017 12:14,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,3,17662,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",36531
26/05/2023,VICENCIA,VCA-01C4,VICENCIA,15335905_14093314,N弛 Programada,0,07/12/2017,09:26:00,07/12/2017 16:28,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,1,21972,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",1637
26/05/2023,VITORIA DE SANTO ANTAO,VSA-01C2,VITORIA DE SANTO ANTAO,15335916_14094149,N弛 Programada,0,07/12/2017,09:28:00,07/12/2017 09:49,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,1080,57666,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,VITORIA DE SANTO ANTAO,VSA-01C2,VITORIA DE SANTO ANTAO,15335916_14094149,N弛 Programada,0,07/12/2017,09:28:00,07/12/2017 13:07,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,202,57666,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",3664
26/05/2023,PINA,PIA-01P3,PINA,15335768_14092814,N弛 Programada,0,07/12/2017,09:28:00,07/12/2017 09:48,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - NAO IDENTIFICADA,13800,2359,22562,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,TRINDADE,TDD-01C5,TRINDADE,15335908_14092940,N弛 Programada,0,07/12/2017,09:29:00,07/12/2017 11:43,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,36413,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,ESCADA,ECD-01C3,ESCADA,15335910_14093370,N弛 Programada,0,07/12/2017,09:30:00,07/12/2017 15:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,22816,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",3068
26/05/2023,ARARIPINA,ARR-01C5,ARARIPINA,15335913_14093471,N弛 Programada,6,07/12/2017,09:31:00,07/12/2017 18:45,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,29983,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",12100
26/05/2023,IBURA,IRA-01C4,IBURA,15335887_14092966,Programada,0,07/12/2017,09:32:00,07/12/2017 11:51,INTERNO - PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,166,67221,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",4983
26/05/2023,RIACHO DAS ALMAS,RIA-01N3,RIACHO DAS ALMAS,15335921_14093363,N弛 Programada,1,07/12/2017,09:34:00,07/12/2017 17:07,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,13903,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",7811
26/05/2023,SAO JOSE DO EGITO,SJE-01J1,SAO JOSE DO EGITO,15335927_14092908,N弛 Programada,0,07/12/2017,09:37:00,07/12/2017 10:56,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,4,33736,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,SANTA CRUZ DO CAPIBARIBE,STC-01C5,SANTA CRUZ DO CAPIBARIBE,15335929_14093147,N弛 Programada,0,07/12/2017,09:38:00,07/12/2017 14:30,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,11,55596,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,LAJEDO,LJD-01L2,LAJEDO,15335928_14093069,N弛 Programada,0,07/12/2017,09:39:00,07/12/2017 12:57,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,1,54341,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CAMOCIM DE SAO FELIX,CSF-01X1,CAMOCIM DE SAO FELIX,15335817_14092877,N弛 Programada,0,07/12/2017,09:40:00,07/12/2017 10:40,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,4,23346,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,BREJAO,BCO-01F1,BOM CONSELHO,15335943_14092900,N弛 Programada,0,07/12/2017,09:42:00,07/12/2017 10:50,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,3,15379,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",241
26/05/2023,INAJA,IJA-01I2,INAJ�,15335947_14093308,N弛 Programada,1,07/12/2017,09:43:00,07/12/2017 16:19,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,17430,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",6533
26/05/2023,CAMOCIM DE SAO FELIX,CSF-01X5,CAMOCIM DE SAO FELIX,15335950_14092993,N弛 Programada,0,07/12/2017,09:45:00,07/12/2017 11:24,INTERNO - NAO PROGRAMADA - TERCEIROS - OBJETO NA REDE,380,1,23346,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",2411
26/05/2023,VICENCIA,VCA-01C4,VICENCIA,15335960_14093119,N弛 Programada,0,07/12/2017,09:49:00,07/12/2017 14:20,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,1,21972,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",1061
26/05/2023,CRUZ DE REBOUCAS,CRS-01C3,CRUZ DE REBOUCAS,15335961_14093522,N弛 Programada,0,07/12/2017,09:50:00,07/12/2017 20:04,INTERNO - NAO PROGRAMADA - TERCEIROS - OBJETO NA REDE,13800,1946,28948,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,PESQUEIRA,PQR-01N6,PESQUEIRA,15335962_14092874,N弛 Programada,0,07/12/2017,09:50:00,07/12/2017 10:41,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,46463,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,OLINDA,OLI-01N5,OLINDA,15335966_14093469,N弛 Programada,0,07/12/2017,09:51:00,07/12/2017 18:10,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,42531,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CATENDE,CTD-01C1,CATENDE,15335968_14093037,N弛 Programada,0,07/12/2017,09:52:00,07/12/2017 13:00,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,73,28428,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",0
26/05/2023,CATENDE,CTD-01C1,CATENDE,15335968_14093038,N弛 Programada,0,07/12/2017,09:52:00,07/12/2017 13:16,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,8,28428,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",529
26/05/2023,CARPINA,CPN-01C6,CARPINA,15335969_14093116,N弛 Programada,0,07/12/2017,09:52:00,07/12/2017 14:00,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,14,36867,2017,LIGHT SERVI�OS DE ELETRICIDADE S A,LIGHT,"1,08E+13",6429
